,song_name,name,song_id,cluster
8259,Bye Bye Love,The Everly Brothers,0xK34uEDBKa9ZzJ6kelLJE,2
8260,Loved You First,One Direction,7g4mokbwKr5KXe4QK5YxLg,6
8261,La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira,2A17TySL9lcoRTA28w9yfB,18
8262,La La La (Brazil 2014) (feat. Carlinhos Brown),Carlinhos Brown,2A17TySL9lcoRTA28w9yfB,18
8263,One More Night,Michael Kiwanuka,0f2zcrhhHT59aIGQvRlTZ1,7
8264,LoveGame,Lady Gaga,5c0Wgs68kjgViFCVDGLB2I,7
8265,Before I Move Off,Mount Kimbie,6rcBB3zLdFn6RjEzienOdm,7
8266,Clean up Woman,Betty Wright,6uqTETWok9npbL4c9cuLVh,2
8267,Love Don't Cost a Thing,Jennifer Lopez,6QAOkWnUrLLoDfmndW9Z3P,11
8268,How to Love (feat. Sofia Reyes) - Acoustic,Cash Cash,52B2TNxEZ7z7ytwLdA99pG,10
8269,How to Love (feat. Sofia Reyes) - Acoustic,Sofía Reyes,52B2TNxEZ7z7ytwLdA99pG,10
8270,Love It Gone,Luke Bryan,2bYou3N8zTdV5HuTxJbmUG,6
8271,One Love,Marianas Trench,5Ki3f2aThHlWlK0sdQTHkg,6
8272,Fall In Love,Slum Village,2KBo6O5rkNdtYT3wYjkEkq,8
8273,"Jesus, We Love You (Live)",Bethel Music,6imkvepCHheIMhxdbxp53M,19
8274,"Jesus, We Love You (Live)",Paul McClure,6imkvepCHheIMhxdbxp53M,19
8275,Deira City Centre,Night Lovell,2khh70zMG23ze18LuvfRmK,19
8276,UP! (Beat The P*ssy UP) [Street],LoveRance,1lqKgoo11HKUoMpbouC7I4,8
8277,UP! (Beat The P*ssy UP) [Street],Iamsu!,1lqKgoo11HKUoMpbouC7I4,8
8278,UP! (Beat The P*ssy UP) [Street],Skipper,1lqKgoo11HKUoMpbouC7I4,8
8279,How Deep Is Your Love - Calvin Harris & R3hab Remix,Calvin Harris,6rMwYjoFvxKiaEH4If8ZpZ,0
8280,How Deep Is Your Love - Calvin Harris & R3hab Remix,Disciples,6rMwYjoFvxKiaEH4If8ZpZ,0
8281,How Deep Is Your Love - Calvin Harris & R3hab Remix,R3HAB,6rMwYjoFvxKiaEH4If8ZpZ,0
8282,Have I Told You Lately That I Love You (with Naturally 7),Michael Bublé,7EBAGLLkK2qdtwZ0l1bOnV,12
8283,Have I Told You Lately That I Love You (with Naturally 7),Naturally 7,7EBAGLLkK2qdtwZ0l1bOnV,12
8284,Nothing Without Love,Nate Ruess,1lAnSi0iSTbto9WnRcnyC1,10
8285,Falling In Love Again (feat. Erik Hassle) - Vario Volinski Club Vocal,Vario Volinski,691OYbMfeBpaqdCSpZJRYk,19
8286,Falling In Love Again (feat. Erik Hassle) - Vario Volinski Club Vocal,Erik Hassle,691OYbMfeBpaqdCSpZJRYk,19
8287,Like This.,JoJo,5sjmLX7WKsWnUEKiMdOvMT,5
8288,I Love It When You Cry,Moxie Raia,6r3v7nkYQGiHfgNTrpRAwx,10
8289,Your Love,Nicki Minaj,3bGxiCPouq52ZtI8ybMCX5,19
8290,What's Not to Love,Tim Elliott,1ZyOZvI7t8VsLFUveBlR0n,19
8291,Reason to Love L.A.,Jason Aldean,4IKNLdf6Gs5Ov64o4gJH36,0
8292,This Is Love,Tritonal,1ToVEMXEqUKg8dTURvVZy8,5
8293,This Is Love,Chris Ramos,1ToVEMXEqUKg8dTURvVZy8,5
8294,This Is Love,Shanahan,1ToVEMXEqUKg8dTURvVZy8,5
8295,Turn Your Love,Half Moon Run,04zGjpna0bMYP04R0qx5pR,11
8296,Say Love,JoJo,509WYHf783KwTdzh5w3iEh,5
8297,Trees Of The Valley,Night Lovell,02OkT4KqKliAb2g0GVBcQl,19
8298,When You're Smiling And Astride Me,Father John Misty,1h5X2BiNVo3mweajFTNZWh,7
8299,How Else (feat. Rich The Kid & ILOVEMAKONNEN) - David Guetta Remix,Steve Aoki,09PvKezSqiAvKDCvkpi4xm,19
8300,How Else (feat. Rich The Kid & ILOVEMAKONNEN) - David Guetta Remix,Rich The Kid,09PvKezSqiAvKDCvkpi4xm,19
8301,How Else (feat. Rich The Kid & ILOVEMAKONNEN) - David Guetta Remix,ILOVEMAKONNEN,09PvKezSqiAvKDCvkpi4xm,19
8302,How Else (feat. Rich The Kid & ILOVEMAKONNEN) - David Guetta Remix,David Guetta,09PvKezSqiAvKDCvkpi4xm,19
8303,"Love You Zindagi (From ""Dear Zindagi"")",Amit Trivedi,0tZMTCvEzXWz7AvjzIPf1H,10
8304,"Love You Zindagi (From ""Dear Zindagi"")",Jasleen Royal,0tZMTCvEzXWz7AvjzIPf1H,10
8305,If It Isn't Love,New Edition,6oGPZcErzd9Hjw3E4sDBrq,11
8306,That's Love,Marc E. Bassy,5KkR4kuqjQdTYbpsNqqp1p,0
8307,That's Love,Ty Dolla $ign,5KkR4kuqjQdTYbpsNqqp1p,0
8308,Everyone Needs Love - PvD Club Mix,Paul van Dyk,0kMDSrxMOdZ0mqRHqThwx7,0
8309,Everyone Needs Love - PvD Club Mix,Ronald van Gelderen,0kMDSrxMOdZ0mqRHqThwx7,0
8310,Everyone Needs Love - PvD Club Mix,Gaelan,0kMDSrxMOdZ0mqRHqThwx7,0
8311,Everyone Needs Love - PvD Club Mix,Eric Lumiere,0kMDSrxMOdZ0mqRHqThwx7,0
8312,Real Love,Mary J. Blige,3XG801WWhqC753dekEBkMt,8
8313,Ain't Love,blackbear,0CiKrD0KXhMmfuN8qHI233,19
8314,I Love Your Smile,Shanice,69mFxANpGyq9s69LqH3d9G,11
8315,Christmas (Baby Please Come Home),Darlene Love,4TJ7VNAE34mEMrvUTCRvtF,10
8316,Little Lover,The Barr Brothers,4wx3CZ1ykwZj7KY8S2dkC9,17
8317,Show Me Love - EDX Remix,Sam Feldt,59oaiul2naZ7M9e8lgTjYU,8
8318,Show Me Love - EDX Remix,Kimberly Anne,59oaiul2naZ7M9e8lgTjYU,8
8319,Show Me Love - EDX Remix,EDX,59oaiul2naZ7M9e8lgTjYU,8
8320,So,Justin Timberlake,1PYPXNQxVceSkvTv1niwDa,3
8321,Love Interruption,Jack White,3s3ciLHOXE1xVqGkdxwHPs,17
8322,Stone Love,Pepper,1AO26gK1sI6PoFY9eUF8yV,7
8323,FutureSex / LoveSound,Justin Timberlake,3qYCfox9txQoEQAG0mbwd5,7
8324,(I Can't Help) Falling In Love With You,UB40,7ojJ4XvqBhBcteM0zjMebT,6
8325,Wanna Be Loved,Buju Banton,6SZX0yPduHGIyvLZY5p23C,18
8326,Afire Love,Ed Sheeran,6Tb6jpTsEMuBnxYo2HuSiK,2
8327,What Is Love (feat. V. Bozeman),Empire Cast,2DOykLfhy5XEHxZeb3AaPA,10
8328,What Is Love (feat. V. Bozeman),V. Bozeman,2DOykLfhy5XEHxZeb3AaPA,10
8329,Dance Me to the End of Love,Leonard Cohen,3mFzIFFFmEXTQs6BDAK2ZZ,0
8330,It Must Have Been Love,Prides,0VYjgx6yTGSgdbHDCSPtRU,17
8331,For The Love - Big Wild Remix,GRiZ,0IFLXekhLh1VAxGX6mcMqV,7
8332,For The Love - Big Wild Remix,Big Wild,0IFLXekhLh1VAxGX6mcMqV,7
8333,For The Love - Big Wild Remix,Talib Kweli,0IFLXekhLh1VAxGX6mcMqV,7
8334,Mad Love,Canaan Smith,4K7dgGjZ0VxlsAOmhxIBXP,7
8335,The Way You Love Me,Faith Hill,6vgN6KGstss0GnBbKlMNK9,8
8336,Pure Love,Dezza,3eInFBkGD9sm8NYHlgG6FR,15
8337,To Be Loved,Michael Bublé,62tLfE21g2SBxApaBvJ9r1,2
8338,Chapel Of Love,The Dixie Cups,0SMRck5oZi9hc16L6FuRF6,13
8339,Krule Love,Julian Lamadrid,6jRjl8h3Lrznh9UKyAWPh5,12
8340,Stop Desire,Tegan and Sara,1rTMTobUIpsgQdpTFFgLok,6
8341,All I Need Is Your Love,Deorro,67TUr0SJzEh4DvwihCzyG3,19
8342,All I Need Is Your Love,Adrian Delgado,67TUr0SJzEh4DvwihCzyG3,19
8343,I Got Love,TAEYEON,1IgRQvTqj7BKjNWRzjFEE0,7
8344,Sweet Love,TAEYEON,2CbvW8kgNDByBIQbFY0h3i,8
8345,Love in Color,TAEYEON,5kde3lf0Dm5Epkb1R8hEhI,17
8346,Love Myself - KREAM Remix,Hailee Steinfeld,0Qydhjycb5IFm02W6zJ2Tn,0
8347,Love Myself - KREAM Remix,Ian Spurrier,0Qydhjycb5IFm02W6zJ2Tn,0
8348,Rivals,USHER,5tqbHxouFGhIg7UJDjVnmO,5
8349,Rivals,Future,5tqbHxouFGhIg7UJDjVnmO,5
8350,Ocean Breathes Salty,Modest Mouse,4ToYlykhwpW98KtMIGnWQK,18
8351,I'm Into You,Jennifer Lopez,1l9OdG3g9o3TYcU7xI8yWE,7
8352,I'm Into You,Lil Wayne,1l9OdG3g9o3TYcU7xI8yWE,7
8353,Someone Else,LANY,2JUaGpCrD8tywgj9MeLFbb,19
8354,I Will Always Love You,Whitney Houston,1cJssTcMltUxhvUZLpn3Ci,12
8355,Mountains (Love Won't Burn My Heart) - Acoustic,Savoir Adore,6vZG3k2E3wsOwSWP6cCbTR,17
8356,I Love a Rainy Night,Eddie Rabbitt,0zvNHIL7ci0ZzIoWU6RO2u,8
8357,Tough Lover - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,3W3BHalLp288TxkZN1uPRd,8
8358,I Love You,Said The Whale,5Yihfvz56HKVjPJQm2uHbJ,18
8359,Sick of Love (feat. Beth Duck),Lucian,5gwInPgTmHxTatJROsSq4v,8
8360,Sick of Love (feat. Beth Duck),Beth Duck,5gwInPgTmHxTatJROsSq4v,8
8361,Crazy in Love,Rockabye Baby!,2zTpnNbx1Xxb0loJHnDtys,1
8362,To Love Again,Daryl Ong,6k3b9NQnivP9wUhA7PgbOU,17
8363,Love on Top,Rockabye Baby!,6MUbb4KXVd9Zr23KjgLa9X,12
8364,Drunk in Love,Rockabye Baby!,3Br5EAr5CrdniPiTIdOGSy,14
8365,Done With Love,Zedd,0qlAureWHln3vDCsqnkyRE,5
8366,I Love You More Than You'll Ever Know,Donny Hathaway,2qdyq2N1XfaA8QhtiOWWFG,14
8367,LOVE,MAMAMOO,0qf9yGk04iJ8LMQ8jApcRL,8
8368,State of Love and Trust,Pearl Jam,0KEhlgtlk0HuqBIqfGCGdF,0
8369,I'd Love to Break It to You,NateWantsToBattle,3zjfQAecCSGyk2ktof9Hme,5
8370,Real Love - Studio Version,Hillsong Young & Free,0epQ2DrozCuhE2Q7ZRtF2h,6
8371,Real Love - Studio Version,Alexander Pappas,0epQ2DrozCuhE2Q7ZRtF2h,6
8372,Cockiness (Love It),Rihanna,3jYW03V9XeM2w7LJ0EXQDC,19
8373,Lovers' Eyes,Mumford & Sons,5Xbn1eDlPqVyGBxnrr7flS,10
8374,Love Is Always There,Majid Jordan,0TCRMLcilbYgj1Gb016JbJ,19
8375,Empty,Kevin Abstract,6gSw5vz7dcafda23VqMrnl,19
8376,La vie en rose,Laura Fygi,5ShdF7P8hl40IhvhoTnVyx,12
8377,Love Is the Name,Sofia Carson,4enwRm8pMU2lOtbnx4hBEU,18
8378,Love Me,Katy Perry,2BSFAQuiYKu4VcMjovRgRQ,10
8379,I Caught Fire,The Used,6z2Fx4b0hjqLdsJQOrNxbM,6
8380,I Love It When You Cry (Moxoki) - Club Killers Remix,Steve Aoki,0teVSbgjgoWXtbf9NKaqCL,18
8381,I Love It When You Cry (Moxoki) - Club Killers Remix,Moxie Raia,0teVSbgjgoWXtbf9NKaqCL,18
8382,I Love It When You Cry (Moxoki) - Club Killers Remix,Club Killers,0teVSbgjgoWXtbf9NKaqCL,18
8383,Distorted Love,ARTY,6JJ98b7tN5d1TFJsrLLKvH,19
8384,"Not Spring, Love, or Cherry Blossoms",HIGH4,1IdM9JrXYuMYiTdM983oH4,2
8385,"Not Spring, Love, or Cherry Blossoms",IU,1IdM9JrXYuMYiTdM983oH4,2
8386,Love Is A Losing Game,Sam Smith,0FDabUXsNRn1yS65CzEF2Y,12
8387,Alone Again Or - 2015 Remaster,Love,1XuccRABkfUVB4FjSVhjL1,13
8388,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,084rSHN2xIfUrwShDgzk1Q,8
8389,Out of Love,Two Friends,45ESzwxK57KD7NYTvuAvdW,10
8390,Out of Love,Cosmos & Creature,45ESzwxK57KD7NYTvuAvdW,10
8391,Love Will Keep Us Together,Captain & Tennille,1f4iVGDitHYMVBaoc9GXO2,8
8392,Rasta Love Feat. Ky-Mani Marley,Protoje,0cSkIGgh1uICEIcmEb1niw,7
8393,Rasta Love Feat. Ky-Mani Marley,Ky-Mani Marley,0cSkIGgh1uICEIcmEb1niw,7
8394,For the Love of a Daughter,Demi Lovato,7p7lNE4QGhtR3p4DokE0qP,0
8395,Box Chevy V,Yelawolf,4DlyibZTP0atkiRk5OhQXK,7
8396,Let Me Love You - R. Kelly Remix,DJ Snake,2BflK28QL6OckGeUTXapDD,19
8397,Let Me Love You - R. Kelly Remix,R. Kelly,2BflK28QL6OckGeUTXapDD,19
8398,Love Is,Ahn Hyeon Jeong,6FM8NSbzQwyd7CIpi8LfCu,17
8399,Rockin' That Shit,The-Dream,3RBGG1be9aBaSvjnw6ABkh,18
8400,Slaughter Ya Daughter,21 Savage,0ikF7YGnEM1UpPTng3y9iq,0
8401,Slaughter Ya Daughter,Key,0ikF7YGnEM1UpPTng3y9iq,0
8402,Slaughter Ya Daughter,ILOVEMAKONNEN,0ikF7YGnEM1UpPTng3y9iq,0
8403,Stop! In The Name Of Love,The Supremes,5yfrc6CGOXxDWx3nGUDcNj,8
8404,Stereo Love - Extended Version,Edward Maya,0Cqzr5QGrgY2iygBLr8uAp,5
8405,Stereo Love - Extended Version,Vika Jigulina,0Cqzr5QGrgY2iygBLr8uAp,5
8406,Bailando - Spanish Version,Enrique Iglesias,5JPvktsXqp4j17goUS4gqa,18
8407,Bailando - Spanish Version,Descemer Bueno,5JPvktsXqp4j17goUS4gqa,18
8408,Bailando - Spanish Version,Gente De Zona,5JPvktsXqp4j17goUS4gqa,18
8409,Love You Now,Noah Guthrie,3iPCIGO1IEo5u0HYrnkhjD,12
8410,Pure Love,Pablo Monte,4dkhla3Cbd8ivdK4mvJTVp,3
8411,Love Again,Pentatonix,0vcyzDe6aoYTg6jM0U0T9r,7
8412,Head Full Of Doubt/Road Full Of Promise,The Avett Brothers,7Kho44itYaCQZvZQVV2SLW,19
8413,Not Above Love - DEVAULT Remix,AlunaGeorge,4qBllOfZs3DcFCTPRqAe8E,10
8414,Not Above Love - DEVAULT Remix,Devault,4qBllOfZs3DcFCTPRqAe8E,10
8415,Used to Love U,John Legend,3uBbvynFWlF041WzNVHd1d,18
8416,Love My Way,The Psychedelic Furs,5rSekme9Kdoj2XZebQVl4C,6
8417,Staying Up,The Neighbourhood,1NA2NvAgCB4EfcBC8OHfuj,10
8418,Love Today,MIKA,6ZBJFWDYJSTQg54eDsqnkJ,0
8419,Everybody's Watching Me (Uh Oh),The Neighbourhood,0yyyapBjZ9Ek1vcpp3e9bj,15
8420,Cause We've Ended as Lovers,Jeff Beck,4zoQ3EqopTIGmK2c2rPV5t,15
8421,More Human Than Human,White Zombie,1NbJFhkVdD47YZ2IojKkJi,16
8422,What You Waiting For?,Gwen Stefani,7icROppj4Z12Nr0xGgxWFJ,11
8423,Escape From Love,Eva Simons,29p0wWNXZGJkqFvWkwHcxi,5
8424,Escape From Love,Sidney Samson,29p0wWNXZGJkqFvWkwHcxi,5
8425,Fall in Love,Barcelona,7EV70UYb2jxgbgyKmdxzqa,13
8426,"Um, Um, Um, Um, Um, Um",Major Lance,7680T5XoVcIAgX0uCaqr1H,7
8427,Clovers.,JoJo,0ACfTkwX7aaTOxq7EeRrPm,0
8428,Lean and Dabb,iLoveMemphis,3anp5nvmUKwMBEIEL1sPHR,18
8429,Your Ex-Lover Is Dead,Stars,43xk2HGO76L9CTsfmMO8Od,10
8430,World Of Our Love,Client Liaison,11XNC0onBq5xeLTAkygHtP,6
8431,Same Old Love,Selena Gomez,6itUc9sOq5is39AaPX5D6R,0
8432,Sexy Chick (feat. Akon),David Guetta,4MKzCHlZvkwJOQRNkdw4zq,7
8433,Sexy Chick (feat. Akon),Akon,4MKzCHlZvkwJOQRNkdw4zq,7
8434,Everybody Needs Somebody To Love - Long Version,The Rolling Stones,7AjHtyU0aLwdqb68uzwRlh,8
8435,Going Out Like That,Reba McEntire,0MMR8NPLI0tq82FaZH14sF,18
8436,I Just Wanna Love U (Give It 2 Me),JAY-Z,0s46SltT4On0Z6kglK1I5c,11
8437,You Got to Love Me,DAVID AUGUST,7uRRcR7qb7nJSaLfSQlWiL,0
8438,I Need Your Love (feat. Ellie Goulding) - Nicky Romero Remix,Calvin Harris,74eDdfWtlPPhjsRstBXUBc,5
8439,I Need Your Love (feat. Ellie Goulding) - Nicky Romero Remix,Ellie Goulding,74eDdfWtlPPhjsRstBXUBc,5
8440,I Need Your Love (feat. Ellie Goulding) - Nicky Romero Remix,Nicky Romero,74eDdfWtlPPhjsRstBXUBc,5
8441,Just Like Love,Steven Lee Olsen,6uMvob82YZG3Z6jZxyzPoN,6
8442,Be My Love - Famba Remix Edit,Mahalo,7iwYQ6miraKt80kgitlDFV,7
8443,Be My Love - Famba Remix Edit,Cat Lewis,7iwYQ6miraKt80kgitlDFV,7
8444,Be My Love - Famba Remix Edit,Famba,7iwYQ6miraKt80kgitlDFV,7
8445,As Long as You Love Me,Backstreet Boys,00WvmRXTkPBZNhhRK3xfdy,8
8446,West End Rebound,Pryde,4CAjGlu98MYIMo862oP1EZ,5
8447,Can't Sleep Love (feat. Tink),Pentatonix,1GXFYdKM6MNrogE2PacpKe,8
8448,Can't Sleep Love (feat. Tink),Tink,1GXFYdKM6MNrogE2PacpKe,8
8449,"Can't Get Enough Of Your Love, Babe",Barry White,0hSAR39xfxXXs2LmwjTWUI,18
8450,Shoot Love,Maroon 5,6urL4lfM0LQe2zGWITrpvP,19
8451,Love,Keyshia Cole,0W4NhJhcqKCqEP2GIpDCDq,19
8452,Somebody To Love Remix,Justin Bieber,7IUl5c6u18rzmyQOblj10T,18
8453,Somebody To Love Remix,USHER,7IUl5c6u18rzmyQOblj10T,18
8454,You Left Me,Croquet Club,18IYGcquutjcLam5wN7HRq,3
8455,Whiskey Interlude,Pryde,0cfCKLsK9iLeEOVpawni23,5
8456,bluebird,Christina Perri,4NpGJZC2cL5RYbzFfbcEVE,10
8457,Young God (Acoustic) [feat. Lovelle],WiDE AWAKE,0mQhrGlPgwWPscwMfC6WfI,14
8458,Young God (Acoustic) [feat. Lovelle],Lovelle,0mQhrGlPgwWPscwMfC6WfI,14
8459,• Illuminati Love Song,Jazz Cartier,3WkGKlc44NV8twHafZRTt4,7
8460,I Love You,Alex & Sierra,2ELVVIbpucfOqGFC21Q4yR,12
8461,Machine,Deadfellow,0gHq4usJ0eAxS1q7b6IRY3,9
8462,True Love And A Free Life Of Free Will,Japandroids,6VigQfBmHUHAOnX9s53VkJ,19
8463,Is This Love,Corinne Bailey Rae,5FvapYqWK6TEuh4csYwQ9O,13
8464,Falsetto,The-Dream,2P1e3xpjDhYFqOFeu8IWzS,10
8465,Ladies Love Country Boys,Trace Adkins,13Oda4GsHXzRAfquxWkrzA,18
8466,A Teenager In Love,Dion & The Belmonts,6AhHYWJOBMRjEi2z1tWpYa,12
8467,Send My Love (To Your New Lover) - Acoustic,Sofia Karlberg,1Fu5HACCHTceqO5iVtZ0Uo,12
8468,Heavy Love,Bobby Bazini,65r1CstIgv25lotffPEVQP,6
8469,Love Gun - Radio Edit,Tess,04DysC7XwYiKJqYwGM8mkU,0
8470,My My Love,Joshua Radin,0MQWivCeDcykRzehcAsaYm,17
8471,How You Love Me - Acoustic Version,3LAU,4UKlAy4rj6kCXZ076PyHyd,12
8472,How You Love Me - Acoustic Version,Bright Lights,4UKlAy4rj6kCXZ076PyHyd,12
8473,May Be - Original,Yiruma,28VwmnD29YNEMh6OwI2uLH,3
8474,Ashes (Burn Your Love) (Radio Edit) [feat. Danyka Nadeau],Hellberg,6bDcEF9FVpxMJSLRivr8Ad,5
8475,Ashes (Burn Your Love) (Radio Edit) [feat. Danyka Nadeau],Rich Edwards,6bDcEF9FVpxMJSLRivr8Ad,5
8476,Ashes (Burn Your Love) (Radio Edit) [feat. Danyka Nadeau],Danyka,6bDcEF9FVpxMJSLRivr8Ad,5
8477,Go Hard (feat. Rico Love),Kevin Gates,4kmF8vslxiK5wqCNqoKtrR,5
8478,Go Hard (feat. Rico Love),Rico Love,4kmF8vslxiK5wqCNqoKtrR,5
8479,Higher Love - Extended Mix,Seven Lions,15gYa2Z7qWBdss9NctDzBl,5
8480,Higher Love - Extended Mix,Jason Ross,15gYa2Z7qWBdss9NctDzBl,5
8481,Higher Love - Extended Mix,Paul Meany,15gYa2Z7qWBdss9NctDzBl,5
8482,Mercy (feat. Lovell),Lilo Key,5F9iuIyiDUWFPq6jRadHHZ,8
8483,Mercy (feat. Lovell),Lovell,5F9iuIyiDUWFPq6jRadHHZ,8
8484,Giants,Savoir Adore,7zuyeUfhpf8qAKHaWWjzvB,6
8485,Papi,Jennifer Lopez,0VoH8AGgoJ20DmTeEEOBAU,11
8486,Sweet Love,Anita Baker,6Ycf7Ch2VlEKlORbz7yfpJ,7
8487,Feel Like I Do,Disclosure,663E41fUIDEnzN7xTnFLT0,18
8488,Feel Like I Do,Al Green,663E41fUIDEnzN7xTnFLT0,18
8489,Say You Love Me - Alex Adair Remix,Jessie Ware,4LGhw3y6MrZZRMNn68uVEW,19
8490,Say You Love Me - Alex Adair Remix,Alex Adair,4LGhw3y6MrZZRMNn68uVEW,19
8491,We've Never Met but Can We Have a Cup of Coffee or Something,In Love With a Ghost,5cvbog6wen3r3bBbcwL16U,13
8492,Someone To Love,Mike WiLL Made-It,4px9K7OOinBsaq49oSE3WV,7
8493,Someone To Love,2 Chainz,4px9K7OOinBsaq49oSE3WV,7
8494,Someone To Love,Cap 1,4px9K7OOinBsaq49oSE3WV,7
8495,Someone To Love,Skooly,4px9K7OOinBsaq49oSE3WV,7
8496,Redeemed,Big Daddy Weave,58GeTRJklUdtasXWfFvaWT,19
8497,Show Me Love - Radio Edit,Steve Angello,7xL1F0tk9Xz8bMJoJcZyaV,2
8498,Show Me Love - Radio Edit,Laidback Luke,7xL1F0tk9Xz8bMJoJcZyaV,2
8499,Show Me Love - Radio Edit,Robin S,7xL1F0tk9Xz8bMJoJcZyaV,2
8500,Proud Mary,Tina Turner,6gJdDnF2TzfA1WPMXuCa3x,10
8501,How,The Neighbourhood,6mAuw7R6u4vlNneuBgnC8K,15
8502,Castles Made of Sand,Jimi Hendrix,3qebSLgUwaEqbwCM5sj5Kh,0
8503,Love Me Like You,Little Mix,2fykwqa2RQzI6nBCwhTfqD,18
8504,Vision of Love,Mariah Carey,0gLQ6jhJsyYfl7PrD1RZ7X,19
8505,Reckless.,JoJo,14EV2tDgyI8iVwIb869PnM,14
8506,I'm Okay,Night Lovell,7yHsvUqU6awufX8chuCrlF,14
8507,"Friends, Lovers or Nothing",John Mayer,1wkaoS4jTVXYMUWHKVFZTk,19
8508,Love Do What It Do (feat. Darius Rucker),Robert Randolph & The Family Band,3L88v7GmTLjAbYIe6PCQqT,18
8509,Love Do What It Do (feat. Darius Rucker),Darius Rucker,3L88v7GmTLjAbYIe6PCQqT,18
8510,Young Love,Kip Moore,1jU8PY3PkrH9CyySlwjb3F,10
8511,Fake Love,Lauren Sanderson,2AdIcL7ibekkRsHZkCV0SV,10
8512,Sweet Love,Chris Brown,07G7QChlEGW0d4goT0AvXU,6
8513,Crazy Love - Niko The Kid Remix,Audien,7tdBWDVM5W5Bkx0mXsnYzW,0
8514,Crazy Love - Niko The Kid Remix,Deb’s Daughter,7tdBWDVM5W5Bkx0mXsnYzW,0
8515,Crazy Love - Niko The Kid Remix,Niko The Kid,7tdBWDVM5W5Bkx0mXsnYzW,0
8516,I Hate You I Love You / This Town (Acoustic Mashup) [feat. Morgan McCollum],Landon Austin,5lgRSzVHVy7afkGgTnotIz,17
8517,I Hate You I Love You / This Town (Acoustic Mashup) [feat. Morgan McCollum],Morgan McCollum,5lgRSzVHVy7afkGgTnotIz,17
8518,Hard to Love,ONE OK ROCK,33Hu2f48qijCrfa7NlLkXN,12
8519,I'm Eighteen,Alice Cooper,3YU9X8ryOR20beT7wOlDIJ,5
8520,That's What I Love About Sunday,Craig Morgan,7szPhYUwUHa4xvUcAPyXrR,2
8521,My Love - Acoustic,Jess Glynne,4DFfEiSy8xyYhNkrgAzXx0,14
8522,"Without Love (""Hairspray"")",Zac Efron,04iIb8NAwBnXBkNeDdnA0G,2
8523,"Without Love (""Hairspray"")",Nikki Blonsky,04iIb8NAwBnXBkNeDdnA0G,2
8524,"Without Love (""Hairspray"")",Elijah Kelley,04iIb8NAwBnXBkNeDdnA0G,2
8525,"Without Love (""Hairspray"")",Amanda Bynes,04iIb8NAwBnXBkNeDdnA0G,2
8526,Love Story (Taylor Swift),Helenamaria,1OTOJM0vx4DkCrJZ3pxT85,12
8527,Love (feat. Lil Uzi Vert),Felix Snow,53CsQkVf2zrBc5Qfh3k5po,12
8528,Love (feat. Lil Uzi Vert),Lil Uzi Vert,53CsQkVf2zrBc5Qfh3k5po,12
8529,Feel Like Makin' Love,Roberta Flack,7gkboYtvhuXNS4EUwmFPcw,17
8530,Tryin' to Love Me,Jason Aldean,0fcUijQbMuXHWLrzBHQaaU,19
8531,I Hate U I Love U (feat. Conor Maynard),ANTH,4zB0YePssu6OExCkKREFh3,13
8532,I Hate U I Love U (feat. Conor Maynard),Conor Maynard,4zB0YePssu6OExCkKREFh3,13
8533,"Can't Get Enough Of Your Love, Babe",Barry White,3ky8x7UQb6XGpD8CC4xAnu,8
8534,Victim of Love - 2013 Remaster,Eagles,1tKha6Q0lYlW1qsWYbZB2N,18
8535,Dear Love,Lauren Marsh,2iFvY1l5o2mmUAjBq1L9Mh,17
8536,Would You Fight For My Love?,Jack White,5hSWVcAtSK8PUoLr8eomMG,8
8537,Tough Love,Jessie Ware,7qDC0GbdzaDfQ49Z3dKho5,7
8538,Love$ick - Four Tet Remix,Mura Masa,4JJWETaFVmNdDxnsJdI6fh,0
8539,Love$ick - Four Tet Remix,A$AP Rocky,4JJWETaFVmNdDxnsJdI6fh,0
8540,Love$ick - Four Tet Remix,Four Tet,4JJWETaFVmNdDxnsJdI6fh,0
8541,Stereo Love - Radio Edit,Edward Maya,11Iv8RCFmeImLOpaHYxKb4,19
8542,Stereo Love - Radio Edit,Vika Jigulina,11Iv8RCFmeImLOpaHYxKb4,19
8543,the lonely,Christina Perri,21JTgoZLDB2F4Fx0uRCmTL,13
8544,All Is Fair in Love and Brostep (with Ragga Twins),Skrillex,3XThyUoEI8BPDjdu954Uof,19
8545,All Is Fair in Love and Brostep (with Ragga Twins),Ragga Twins,3XThyUoEI8BPDjdu954Uof,19
8546,Tonite Is a Wonderful Time to Fall in Love,April Wine,2Xu535WcgiB2yk9S9cEjLx,18
8547,Higher Love,James Vincent McMorrow,30fUMnf2FI00EVTMRhOHhb,17
8548,Getting Away With Murder,Papa Roach,02MjAy2BTPTdqO19O5VtHO,6
8549,Live Television,Night Lovell,2iLzUsWzgmXJqHJmS6D9or,10
8550,Lullaby Love (Single Version),Roo Panes,6bamFKyxmUKFQYuiYoutWS,13
8551,I Don't Wanna Love You,Prince Fox,0nq0Uc8fH2KXrOvoDP9Ppz,5
8552,I Don't Wanna Love You,Melody Noel,0nq0Uc8fH2KXrOvoDP9Ppz,5
8553,Mad Love.,JoJo,7EpghdUpHuCdYvI1NjWr5h,5
